school,city,county,applied,admitted,attended,tot_enrolled,grade_12,is_charter,pct_free_reduced,dist_to_ucb_miles
JAMES LOGAN HIGH SCHOOL,Union City,Alameda,174,19,14,3151,801,N,0.351634402,23.168519615281856
JAMES MONROE HIGH SCHOOL,North Hills,Los Angeles,59,NA,NA,1944,400,N,0.886316872,328.1399547460255
JEFFERSON HIGH SCHOOL,Daly City,San Mateo,48,3,NA,1071,266,N,0.377217554,16.56737531629019
JESSE M BETHEL HIGH SCHOOL,Vallejo,Solano,29,4,NA,1441,332,N,0.53573907,17.18849776396792
JOHANSEN HIGH SCHOOL,Modesto,Stanislaus,33,3,NA,2000,481,N,0.739,74.94394167982877
JOHN A ROWLAND HIGH SCHOOL,Rowland Heights,Los Angeles,77,11,5,1954,494,N,0.57011259,363.444858173176
JOHN BURROUGHS HIGH SCHOOL,Burbank,Los Angeles,87,7,NA,2358,557,N,0.25360475,337.14339086172595
JOHN C FREMONT HIGH SCHOOL,Los Angeles,Los Angeles,35,6,NA,2002,465,N,0.943556444,349.98510673909357
JOHN C KIMBALL HIGH SCHOOL,Tracy,San Joaquin,72,5,3,1654,437,N,0.34885127,43.9093299088802
JOHN F KENNEDY HIGH SCHOOL,Fremont,Alameda,69,6,3,1273,333,N,0.380204242,28.164295596126028
JOHN F KENNEDY HIGH SCHOOL,Granada Hills,Los Angeles,65,7,3,2215,532,N,0.60993228,325.7325289974918
JOHN F KENNEDY HIGH SCHOOL,La Palma,Orange,45,4,3,2024,505,N,0.427371542,365.16854533171227
JOHN F KENNEDY HIGH SCHOOL,Richmond,Contra Costa,20,4,4,825,212,N,0.695757576,5.280045615883533
JOHN F KENNEDY HIGH SCHOOL,Sacramento,Sacramento,45,4,4,1888,566,N,0.549788136,58.841301788053336
JOHN F KENNEDY MIDDLE COLG HS,Norco,Riverside,44,5,4,689,170,N,NA,378.99679354512347
JOHN GLENN HIGH SCHOOL,Norwalk,Los Angeles,15,3,NA,945,215,N,0.695238095,361.0261927973307
JOHN H PITMAN HIGH SCHOOL,Turlock,Stanislaus,47,6,3,1982,466,N,0.503531786,79.18849886217747
JOHN HENRY HIGH SCHOOL,Richmond,Contra Costa,19,3,3,285,68,Y,NA,5.901367367072618
JOHN MARSHALL FUNDAMENTAL SCH,Pasadena,Los Angeles,45,21,11,1848,245,N,0.629329004,345.4641892535954
JOHN MARSHALL HIGH SCHOOL,Los Angeles,Los Angeles,92,11,7,1903,438,N,0.640567525,342.28997942541866
JOHN MUIR HIGH SCHOOL,Pasadena,Los Angeles,30,4,NA,1133,272,N,0.729920565,342.9008581315769
JOHN O'CONNELL HIGH SCHOOL,San Francisco,San Francisco,6,NA,NA,483,106,N,0.664596273,11.508897779440924
JOHN RANCIS POLYTECHNIC HIGH SCHOOL,Sun Valley,Los Angeles,47,6,NA,2215,499,N,0.869074492,331.6145537325088
JOHN SWETT HIGH SCHOOL,Crockett,Contra Costa,14,NA,NA,375,91,N,0.589333333,12.610785240045988
JOHN W NORTH HIGH SCHOOL,Riverside,Riverside,43,10,4,2089,489,N,0.534226903,384.31762751880814
JORDAN HIGH SCHOOL,Long Beach,Los Angeles,40,3,NA,2207,458,N,0.709560489,358.24027595135755
JOSEPH A GREGORI HIGH SCHOOL,Modesto,Stanislaus,56,8,5,2414,674,N,0.48053024,66.26267488643897
JUAN RODRIGUEZ CABRILLO HS,Long Beach,Los Angeles,34,4,4,1721,435,N,0.707728065,361.4932158168598
JUNE JORDAN SCHOOL FOR EQUITY,San Francisco,San Francisco,5,NA,NA,206,51,N,NA,13.893388129722291
JURUPA HILLS HIGH SCHOOL,Fontana,San Bernardino,24,3,NA,1737,373,N,0.689694876,376.4010330832142
JURUPA VALLEY HIGH SCHOOL,Jurupa Valley,Riverside,13,3,NA,1638,391,N,0.666666667,376.6461953223244
JUSTIN GARZA HIGH SCHOOL,Fresno,Fresno,23,4,NA,2073,431,N,0.594790159,148.69001268917515
KATELLA HIGH SCHOOL,Anaheim,Orange,48,NA,NA,2500,625,N,0.744,371.65141195906006
KEARNY COLLEGE CONNECTIONS,San Diego,San Diego,8,NA,NA,336,87,N,0.571428571,453.1503675145576
KEARNY DIGITAL MEDIA & DESIGN,San Diego,San Diego,7,NA,NA,341,84,N,0.580645161,453.1503675145576
KEARNY SCH BIOMED SCIENCE TECH,San Diego,San Diego,9,3,NA,335,99,N,0.63880597,453.1503675145576
KELSEYVILLE HIGH SCHOOL,Kelseyville,Lake,7,NA,NA,554,121,N,0.61732852,82.04636804434239
KERMAN HIGH SCHOOL,Kerman,Fresno,14,3,NA,1480,356,N,0.727027027,144.0057307547621
KING CITY JOINT UNION HS,King City,Monterey,15,3,NA,1200,299,N,0.776666667,130.64198632026125
KING DREW MAGNET HS MED/SCI,Los Angeles,Los Angeles,68,11,4,1359,304,N,NA,353.31388438593495
KINGSBURG HIGH SCHOOL,Kingsburg,Fresno,15,4,NA,1101,258,N,0.483197094,176.15202757565595
KIPP ESPERANZA HIGH SCHOOL,East Palo Alto,San Mateo,14,NA,NA,241,72,Y,0.751037344,28.86073992296867
KIPP KING COLLEGIATE HIGH SCH,San Lorenzo,Alameda,85,8,7,690,161,Y,0.527536232,14.933790226692452
KIPP NAVIGATE COLLEGE PREP,San Jose,Santa Clara,24,NA,NA,310,59,Y,NA,43.95531403141689
KIPP SAN FRANCISCO COLG PREP,San Francisco,San Francisco,15,NA,NA,260,85,Y,0.696153846,11.772025202110855
KIPP SAN JOSE COLLEGIATE,San Jose,Santa Clara,55,5,4,501,130,Y,0.502994012,41.124640769508126
LA CANADA HIGH SCHOOL,La Canada,Los Angeles,170,21,7,2026,356,N,0.060217177,341.665631079617
LA CENTER ENRICHED STUDIES,Los Angeles,Los Angeles,81,17,NA,1387,205,N,NA,342.380525646808
LA COSTA CANYON HIGH SCHOOL,Carlsbad,San Diego,51,6,4,1768,497,N,0.136312217,435.7782155182979
LA HABRA HIGH SCHOOL,La Habra,Orange,28,5,NA,1977,476,N,0.482549317,363.2069729709768
LA JOLLA HIGH,La Jolla,San Diego,118,22,10,1213,324,N,0.211871393,447.2094150763915
LA MIRADA HIGH SCHOOL,La Mirada,Los Angeles,40,4,NA,1748,396,N,0.5097254,362.8845632582376
LA PUENTE HIGH SCHOOL,La Puente,Los Angeles,14,NA,NA,865,210,N,0.768786127,358.55991903066234
LA QUINTA HIGH SCHOOL,La Quinta,Riverside,41,8,3,2488,563,N,0.562700965,441.2450005722815
LA QUINTA HIGH SCHOOL,Westminster,Orange,108,14,6,2065,528,N,0.615012107,374.0356708470661
LA SERNA HIGH SCHOOL,Whittier,Los Angeles,55,7,4,2385,599,N,0.397484277,360.6669887591152
LA SIERRA HIGH SCHOOL,Riverside,Riverside,25,4,NA,1461,345,N,0.700205339,382.4717307849384
LAGUNA BEACH HIGH SCHOOL,Laguna Beach,Orange,62,13,10,883,252,N,0.131370328,390.7114003850171
LAGUNA CREEK HIGH SCHOOL,Elk Grove,Sacramento,58,3,NA,2119,558,N,0.360547428,59.35211314894256
LAGUNA HILLS HIGH SCHOOL,Laguna Hills,Orange,49,7,NA,1401,356,N,0.468950749,390.70411854615895
LAKE BALBOA COLLEGE PREP K-12,Van Nuys,Los Angeles,13,4,NA,586,40,N,NA,329.71135537792844
LAKESIDE HIGH SCHOOL,Lake Elsinore,Riverside,11,NA,NA,1657,357,N,0.656004828,398.82520274036943
LAKEWOOD HIGH SCHOOL,Lakewood,Los Angeles,47,3,NA,2580,660,N,0.550387597,362.3507573672161
LANCASTER HIGH SCHOOL,Lancaster,Los Angeles,27,4,NA,2697,653,N,0.598813496,315.55533375148076
LARCHMONT CHARTER SCHOOL,Los Angeles,Los Angeles,51,7,NA,1631,132,Y,0.356223176,340.01131691420136
LAS LOMAS HIGH SCHOOL,Walnut Creek,Contra Costa,149,19,11,1568,385,N,0.137117347,11.088904669318978
LAS PLUMAS HIGH SCHOOL,Oroville,Butte,11,NA,NA,1299,315,N,0.652809854,117.66835309934496
LASSEN HIGH SCHOOL,Susanville,Lassen,5,NA,NA,805,183,N,0.342857143,195.6833873751999
LATHROP HIGH SCHOOL,Lathrop,San Joaquin,37,NA,NA,1509,404,N,0.549370444,52.19503090901659
LATINO COLLEGE PREP ACADEMY,San Jose,Santa Clara,25,4,NA,410,102,Y,0.682926829,42.979732857760574
LATITUDE 37.8 HS MERRITT COLLEGE,Oakland,Alameda,23,3,NA,350,53,Y,NA,6.792670828563811
LAWNDALE HIGH SCHOOL,Lawndale,Los Angeles,44,10,4,1680,430,N,0.702380952,350.76330030241246
LE GRAND UNION HIGH SCHOOL,Le Grand,Merced,20,3,NA,462,103,N,0.811688312,118.61110679722036
LEADERSHIP PUBLIC SCH HAYWARD,Hayward,Alameda,45,6,6,557,146,Y,0.421903052,19.544858353264036
LEADERSHIP PUBLIC SCH RICHMOND,Richmond,Contra Costa,31,7,3,525,127,Y,0.558095238,6.987953430710881
LEGACY COLLEGE PREPARATORY,Santa Ana,Orange,25,NA,NA,905,75,N,0.198895028,380.2837126869782
LEGACY MAGNET ACADEMY,Tustin,Orange,46,7,NA,905,75,N,0.198895028,380.2837126869782
LEIGH HIGH SCHOOL,San Jose,Santa Clara,182,11,8,1816,427,N,0.116740088,47.22160012886635
LELAND HIGH SCHOOL,San Jose,Santa Clara,189,31,24,1519,384,N,0.07965767,50.39392851178693
LEMOORE MIDDLE COLLEGE HIGH SC,Lemoore,Kings,11,NA,NA,251,49,Y,0.310756972,173.09389485450882
LEMOORE UNION HIGH SCHOOL,Lemoore,Kings,21,NA,NA,1825,401,N,0.49369863,174.67454207559322
LENNOX MATH SCIENCE TECH ACAD,Inglewood,Los Angeles,32,3,NA,583,142,Y,0.728987993,348.9397631150546
LEROY GREENE ACADEMY,Sacramento,Sacramento,16,NA,NA,740,83,Y,0.513513514,64.64969214512496
LEUZINGER HIGH SCHOOL,Lawndale,Los Angeles,46,3,NA,1924,498,N,0.732848233,350.9937598425457
LIBERTY HIGH SCHOOL,Bakersfield,Kern,40,7,3,2355,598,N,0.371549894,245.36013886479847
LIBERTY HIGH SCHOOL,Brentwood,Contra Costa,62,6,4,2773,687,N,0.218896502,31.07162573498401
LIBERTY HIGH SCHOOL,Madera,Madera,13,NA,NA,700,160,N,0.347142857,145.35151441810254
LIBERTY HIGH SCHOOL,Winchester,Riverside,32,5,NA,2444,450,N,0.338379705,409.7619309360739
LIBERTY RANCH HIGH SCHOOL,Galt,Sacramento,11,NA,NA,943,255,N,0.380699894,60.525286273236695
LIBRA ACADEMY AT LINDA MARQUEZ HS,Huntington Park,Los Angeles,22,8,3,644,151,N,0.871118012,350.62698484363847
LIFE ACADEMY HIGH SCHOOL,Oakland,Alameda,19,4,4,441,65,N,0.882086168,6.51967739457968
LIFELINE EDUCATION CHARTER SCH,Compton,Los Angeles,8,NA,NA,691,47,Y,0.89146165,355.96787053662524
LIGHTHOUSE COMMUNITY CHAR HS,Oakland,Alameda,29,NA,NA,302,76,Y,0.804635762,9.961804410383587
LINCOLN HIGH SCHOOL,Lincoln,Placer,13,NA,NA,1192,298,N,0.359060403,87.85218981268247
LINCOLN HIGH SCHOOL,San Diego,San Diego,33,5,NA,1480,374,N,0.753378378,460.7577029410526
LINCOLN HIGH SCHOOL,Stockton,San Joaquin,66,7,3,2891,703,N,0.461086129,51.037619248694455
LINDA MARQUEZ HS-SOCIAL JUSTICE,Huntington Park,Los Angeles,16,4,NA,591,132,N,0.881556684,350.62698484363847
LINDEN HIGH SCHOOL,Linden,San Joaquin,12,NA,NA,720,161,N,0.558333333,64.60463686973694
LINDHURST HIGH SCHOOL,Olivehurst,Yuba,14,3,3,1214,232,N,0.68369028,92.23520939878466
LINDSAY HIGH SCHOOL,Lindsay,Tulare,29,7,3,1109,253,N,0.824165915,210.27082454360985
LITTLEROCK HIGH SCHOOL,Littlerock,Los Angeles,10,NA,NA,1526,369,N,0.682830931,331.67127751770937
LIVE OAK HIGH SCHOOL,Live Oak,Sutter,10,NA,NA,591,142,N,0.675126904,102.28977185079732
LIVE OAK HIGH SCHOOL,Morgan Hill,Santa Clara,36,7,5,1111,248,N,0.398739874,60.75294454077537
LIVERMORE HIGH SCHOOL,Livermore,Alameda,67,8,5,1803,446,N,0.254021076,30.24478975480157
LIVINGSTON HIGH SCHOOL,Livingston,Merced,26,8,4,1141,268,N,0.695004382,90.784017018734
LOARA HIGH SCHOOL,Anaheim,Orange,21,3,NA,1565,398,N,0.783386581,370.2835018734062
LODESTAR LIGHTHOUSE COMM CHARTER SC,Oakland,Alameda,15,NA,NA,739,52,Y,0.802435724,10.520418145867405
LODI HIGH SCHOOL,Lodi,San Joaquin,25,9,4,1990,485,N,0.496482412,55.770905057606285
LOMPOC HIGH SCHOOL,Lompoc,Santa Barbara,24,5,NA,1649,373,N,0.701030928,244.26474894353615
LONG BEACH POLYTECHNIC HS,Long Beach,Los Angeles,165,37,20,3954,958,N,0.549822964,362.9160904682518
LOS ALAMITOS HIGH SCHOOL,Los Alamitos,Orange,139,23,9,3005,778,N,0.146422629,365.7895449637291
LOS ALTOS HIGH SCHOOL,Hacienda Heights,Los Angeles,31,3,3,1574,414,N,0.576238882,358.6661315567541
LOS ALTOS HIGH SCHOOL,Los Altos,Santa Clara,241,32,19,2114,505,N,0.149006623,34.66702563755567
LOS AMIGOS HIGH SCHOOL,Fountain Valley,Orange,36,7,NA,1437,358,N,0.845511482,375.5576801784284
LOS ANGELES COUNTY HS FOR THE ARTS,Los Angeles,Los Angeles,38,9,NA,551,136,N,NA,348.57140956958386
LOS ANGELES HS OF THE ARTS,Los Angeles,Los Angeles,22,4,3,435,85,N,0.862068966,344.21773659563905
LOS ANGELES LEADERSHIP ACAD HS,Los Angeles,Los Angeles,8,NA,NA,349,47,Y,0.848137536,346.2422823879503
LOS ANGELES SCHOOL GLOBAL STUDIES,Los Angeles,Los Angeles,6,NA,NA,310,50,N,0.961290323,345.5226874640268
LOS ANGELES SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,38,7,NA,1036,223,N,0.819498069,343.0275045351958
LOS BANOS HIGH SCHOOL,Los Banos,Merced,27,5,NA,1543,364,N,0.576150356,96.4929607800074
LOS GATOS HIGH SCHOOL,Los Gatos,Santa Clara,207,18,14,1977,528,N,0.1107739,47.578668347426984
LOS OSOS HIGH SCHOOL,Rancho Cucamonga,San Bernardino,127,15,9,2759,739,N,0.314244291,367.89611985642097
LOWELL HIGH SCHOOL,San Francisco,San Francisco,363,42,29,2540,660,N,0.331889764,15.652689764637534
LOWER LAKE HIGH SCHOOL,Lower Lake,Lake,9,NA,NA,931,178,N,0.719656284,74.44980894776859
LPS OAKLAND R&D CAMPUS,Oakland,Alameda,5,NA,NA,218,72,Y,0.555045872,9.41320867017492
LUIS VALDEZ LEADERSHIP ACADEMY,San Jose,Santa Clara,9,NA,NA,234,50,Y,0.653846154,44.29268662061259
LUTHER BURBANK HIGH SCHOOL,Sacramento,Sacramento,37,NA,NA,1574,425,N,0.743964422,60.87182545897906
LYNBROOK HIGH SCHOOL,San Jose,Santa Clara,314,34,25,1720,448,N,0.054069767,41.85922119194389
LYNWOOD HIGH SCHOOL,Lynwood,Los Angeles,29,NA,NA,1882,409,N,0.816153029,355.2160921018019
M C LEARNING COMPLX-SCH OF BUS&TRSM,Los Angeles,Los Angeles,7,NA,NA,NA,NA,NA,NA,NA
MADERA HIGH SCHOOL,Madera,Madera,32,7,5,1865,410,N,0.701340483,136.01365322715856
MADERA SOUTH HIGH SCHOOL,Madera,Madera,29,4,3,1855,438,N,0.876549865,136.87274645390033
MADISON HIGH SCHOOL,San Diego,San Diego,14,NA,NA,848,192,N,0.594339623,450.8441724666195
MADISON PARK ACADEMY,Oakland,Alameda,18,NA,NA,664,92,N,0.923192771,10.912539562188046
MAGNOLIA HIGH SCHOOL,Anaheim,Orange,34,5,NA,1662,424,N,0.7755716,368.9024910681944
MAGNOLIA SCIENCE ACADEMY - 1 RESEDA,Reseda,Los Angeles,19,4,NA,NA,NA,NA,NA,NA
MAGNOLIA SCIENCE ACADEMY 2 VALLEY,Van Nuys,Los Angeles,16,8,6,532,44,Y,0.845864662,329.8636591032348
MAGNOLIA SCIENCE ACADEMY-SANTA ANA,Santa Ana,Orange,17,5,5,504,36,Y,0.734126984,375.12364075156455
MAKING WAVES ACADEMY,Richmond,Contra Costa,49,9,4,1103,77,Y,0.633726201,8.936197511058571
MALIBU HIGH SCHOOL,Malibu,Los Angeles,25,9,5,390,102,N,0.156410256,327.80906042314143
MAMMOTH HIGH SCHOOL,Mammoth Lakes,Mono,9,NA,NA,351,88,N,0.421652422,181.0277271171431
MANTECA HIGH SCHOOL,Manteca,San Joaquin,35,4,NA,1858,470,N,0.633476857,57.40466764709556
MANUAL ARTS SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,23,4,NA,1039,230,N,0.910490857,347.1302986654005
MAR VISTA HIGH SCHOOL,Imperial Beach,San Diego,22,3,NA,1266,322,N,0.691153239,466.4896991860712
MARCO ANTONIO FIREBAUGH HS,Lynwood,Los Angeles,42,6,NA,1581,325,N,0.830487034,355.77290812902606
MARE ISLAND TECHNOLOGY ACADEMY,Vallejo,Solano,16,NA,NA,NA,NA,NA,NA,NA
MARIA CARRILLO HIGH SCHOOL,Santa Rosa,Sonoma,57,6,3,1585,403,N,0.213880126,47.23656127433496
MARINA HIGH SCHOOL,Huntington Beach,Orange,68,10,NA,2007,436,N,0.346287992,371.6817917695418
MARINA HIGH SCHOOL,Marina,Monterey,11,NA,NA,725,186,N,0.667586207,86.6303667344482
MARIPOSA COUNTY HIGH SCHOOL,Mariposa,Mariposa,5,NA,NA,457,87,N,0.533916849,128.2880961182707
MARK KEPPEL HIGH SCHOOL,Alhambra,Los Angeles,143,18,11,2178,543,N,0.427915519,350.2441908986233
MARTIN LUTHER KING HIGH SCHOOL,Riverside,Riverside,63,11,6,2813,709,N,0.216139353,389.75545186714663
MARYSVILLE CHARTER ACAD ARTS,Marysville,Yuba,9,3,NA,371,60,Y,0.407008086,96.91527253305374
MARYSVILLE HIGH SCHOOL,Marysville,Yuba,10,NA,NA,1067,197,N,0.570759138,95.82948619160878
MATH AND SCIENCE COLLEGE PREP,Los Angeles,Los Angeles,17,NA,NA,534,121,Y,0.81835206,344.85376688453715
MATH SCIENCE TECHNOLOGY MAGNET,Los Angeles,Los Angeles,20,8,5,534,121,Y,0.81835206,344.85376688453715
MATILDA TORRES HIGH SCHOOL,Madera,Madera,62,10,5,2057,490,N,0.812834225,134.46306059799676
MAYFAIR HIGH SCHOOL,Lakewood,Los Angeles,25,NA,NA,2457,397,N,0.555555556,361.17636346290266
MAYWOOD ACADEMY HIGH SCHOOL,Maywood,Los Angeles,10,NA,NA,956,162,N,0.955020921,352.1866447720231
MAYWOOD CTR ENRICHED STUDIES,Maywood,Los Angeles,28,8,NA,1128,204,N,NA,352.1203080032735
MCCLYMONDS HIGH SCHOOL,Oakland,Alameda,11,NA,NA,265,71,N,0.867924528,3.910005025521136
MCFARLAND HIGH SCHOOL,Mcfarland,Kern,16,NA,NA,14,10,N,NA,225.7618351386828
MCKINLEYVILLE HIGH SCHOOL,Mckinleyville,Humboldt,5,NA,NA,549,122,N,0.43715847,234.8470495697347
MCLANE HIGH SCHOOL,Fresno,Fresno,62,6,4,2045,444,N,0.719315403,157.11751694126843
MENDOCINO HIGH SCHOOL,Mendocino,Mendocino,15,6,NA,152,34,N,0.5,129.451842619555
MENDOTA HIGH SCHOOL,Mendota,Fresno,18,4,NA,1085,267,N,0.937327189,129.31310692825426
MENLO ATHERTON HIGH SCHOOL,Atherton,San Mateo,173,23,10,2152,570,N,0.303438662,28.942589775078456
MERCED HIGH SCHOOL,Merced,Merced,37,3,NA,1951,454,N,0.686827268,105.01059595306596
MERRILL F WEST HIGH SCHOOL,Tracy,San Joaquin,51,6,5,2066,560,N,0.589060987,45.11469377435427
MERVYN M DYMALLY HIGH SCHOOL,Los Angeles,Los Angeles,13,NA,NA,720,149,N,0.954166667,350.7064127136994
MESA VERDE HIGH SCHOOL,Citrus Heights,Sacramento,15,NA,NA,881,204,N,0.485811578,77.58976203310681
MET SACRAMENTO HIGH SCHOOL,Sacramento,Sacramento,7,NA,NA,221,46,Y,0.447963801,63.24228311484168
METWEST HIGH SCHOOL,Oakland,Alameda,17,NA,NA,237,68,N,0.877637131,5.340939503656965
MIDDLE COLLEGE HIGH SCHOOL,Los Angeles,Los Angeles,14,3,NA,353,87,N,0.796033994,353.00726542023324
MIDDLE COLLEGE HIGH SCHOOL,San Bernardino,San Bernardino,33,5,4,258,48,N,NA,380.4031933447967
MIDDLE COLLEGE HIGH SCHOOL,San Pablo,Contra Costa,50,10,9,283,60,N,0.431095406,8.045982914187855
MIDDLE COLLEGE HIGH SCHOOL,Santa Ana,Orange,37,5,NA,407,90,N,NA,375.02358463115735
MIDDLE COLLEGE HIGH SCHOOL,Stockton,San Joaquin,42,10,6,338,82,N,0.458579882,52.189513818293
MIDDLETOWN HIGH SCHOOL,Middletown,Lake,6,NA,NA,406,91,N,0.42364532,64.43924476045635
MILLENNIUM HIGH SCHOOL,Tracy,San Joaquin,23,NA,NA,484,127,Y,0.338842975,46.41688745139642
MILLS HIGH SCHOOL,Millbrae,San Mateo,127,17,8,1119,291,N,0.170688114,20.55257235075734
MILPITAS HIGH SCHOOL,Milpitas,Santa Clara,215,19,14,3029,806,N,0.315945857,35.1513155191063
MILPITAS MIDDLE COLLEGE HS,Milpitas,Santa Clara,9,NA,NA,39,26,N,0.384615385,34.95449210095813
MIRA COSTA HIGH SCHOOL,Manhattan Beach,Los Angeles,271,47,27,2568,647,N,0.068146417,351.07987957664267
MIRA LOMA HIGH SCHOOL,Sacramento,Sacramento,101,28,21,1632,417,N,0.546568627,71.38163078838348
MIRA MESA HIGH SCHOOL,San Diego,San Diego,74,15,11,2228,582,N,0.377917415,447.7840433890552
MIRA MONTE HIGH SCHOOL,Bakersfield,Kern,24,3,NA,2170,686,N,0.897695853,254.34427677288855
MIRAMONTE HIGH SCHOOL,Orinda,Contra Costa,157,16,4,1188,290,N,0.042087542,6.614875078215988
MISSION BAY HIGH,San Diego,San Diego,57,5,5,1166,262,N,0.295025729,450.734965077919
MISSION EARLY COLLEGE HIGH SCH,Santa Clara,Santa Clara,23,NA,NA,189,39,N,NA,36.54943983526416
MISSION HILLS HIGH SCHOOL,San Marcos,San Diego,93,6,3,2834,693,N,0.382145378,434.9031309107563
MISSION OAK HIGH SCHOOL,Tulare,Tulare,21,6,NA,1741,429,N,0.639287766,191.4041103378663
MISSION SAN JOSE HIGH SCHOOL,Fremont,Alameda,316,43,28,1822,475,N,0.085620198,28.848172541999897
MISSION SENIOR HIGH SCHOOL,San Francisco,San Francisco,76,34,25,1084,268,N,0.57195572,11.945020247057064
MISSION VIEJO HIGH SCHOOL,Mission Viejo,Orange,46,5,3,1628,407,N,0.293611794,391.50866092684754
MISSION VISTA ACADEMY,Corona,Riverside,8,NA,NA,5686,169,Y,0.372845586,401.0429224327475
MISSION VISTA HIGH SCHOOL,Oceanside,San Diego,63,5,3,1662,362,N,NA,424.80032894782954
MODESTO HIGH SCHOOL,Modesto,Stanislaus,43,7,3,2405,637,N,0.747193347,76.00387797543124
MONACHE HIGH SCHOOL,Porterville,Tulare,28,3,NA,1934,442,N,0.517063082,215.87304288806484
MONROVIA HIGH SCHOOL,Monrovia,Los Angeles,37,3,3,1479,349,N,0.484110886,349.9498974509108
MONTA VISTA HIGH SCHOOL,Cupertino,Santa Clara,321,33,25,1636,421,N,0.050122249,40.04287641891023
MONTCLAIR HIGH SCHOOL,Montclair,San Bernardino,30,3,NA,2605,652,N,0.770825336,365.7168662072293
MONTE VISTA HIGH SCHOOL,Danville,Contra Costa,225,28,20,2168,569,N,0.040129151,15.241070090819775
MONTE VISTA HIGH SCHOOL,Spring Valley,San Diego,22,4,NA,1537,410,N,0.497722837,463.2072094481469
MONTEBELLO HIGH SCHOOL,Montebello,Los Angeles,41,6,NA,2007,572,N,0.71998007,352.85981290894733
MONTEREY HIGH SCHOOL,Monterey,Monterey,48,8,5,1326,296,N,0.498491704,90.31709592168122
MONTEREY TRAIL HIGH SCHOOL,Elk Grove,Sacramento,72,3,NA,2298,584,N,0.540034813,61.33803748887078
MONTGOMERY HIGH SCHOOL,San Diego,San Diego,42,6,5,1658,473,N,0.688781665,468.3261267528616
MONTGOMERY HIGH SCHOOL,Santa Rosa,Sonoma,29,5,3,1433,339,N,0.401256106,45.52939417174206
MOORPARK HIGH SCHOOL,Moorpark,Ventura,45,NA,NA,1821,456,N,0.303679297,311.6760455530915
MORENO VALLEY HIGH SCHOOL,Moreno Valley,Riverside,34,4,NA,2143,503,N,0.730284648,390.826963343827
MORNINGSIDE HIGH SCHOOL,Inglewood,Los Angeles,14,3,NA,483,112,N,0.830227743,349.25007326557517
MORRO BAY HIGH SCHOOL,Morro Bay,San Luis Obispo,26,3,NA,773,184,N,0.386804657,188.93830693507843
MORSE HIGH SCHOOL,San Diego,San Diego,34,6,NA,1614,413,N,0.569392813,462.37732790191745
MOUNT CARMEL HIGH SCHOOL,San Diego,San Diego,91,NA,NA,1831,467,N,0.161114145,445.52909381870114
MOUNT DIABLO HIGH SCHOOL,Concord,Contra Costa,24,NA,NA,1477,431,N,0.586323629,14.36080835396142
MOUNT EDEN HIGH SCHOOL,Hayward,Alameda,69,7,3,1892,453,N,0.634778013,19.40742665123156
MOUNT EVEREST ACADEMY,San Diego,San Diego,12,3,NA,205,30,N,NA,451.0732720106232
MOUNT MIGUEL HIGH SCHOOL,Spring Valley,San Diego,31,5,NA,1506,420,N,0.528552457,462.307496726612
MOUNT PLEASANT HIGH SCHOOL,San Jose,Santa Clara,26,4,4,1109,305,N,0.487826871,43.947395878633415
MOUNT SAC EARLY COLLEGE ACADEMY,West Covina,Los Angeles,19,NA,NA,263,90,N,NA,358.55139364151535
MOUNT SHASTA HIGH SCHOOL,Mount Shasta,Siskiyou,5,NA,NA,262,60,N,0.339694656,240.17115275258308
MOUNT WHITNEY HIGH SCHOOL,Visalia,Tulare,18,NA,NA,1629,333,N,0.655616943,195.0611396369605
MOUNTAIN HOUSE HIGH SCHOOL,Mountain House,San Joaquin,262,30,22,2275,482,N,0.125274725,39.60268838917932
MOUNTAIN VIEW HIGH SCHOOL,El Monte,Los Angeles,24,5,5,1192,326,N,0.898489933,354.9767259848072
MOUNTAIN VIEW HIGH SCHOOL,Mountain View,Santa Clara,251,30,20,2202,603,N,0.124432334,37.032683049578274
MURRIETA MESA HIGH SCHOOL,Murrieta,Riverside,31,4,NA,2228,593,N,0.398114901,411.1581817860002
