"Current Season","Month","Numerator","Population","Jurisdiction","Estimate","Age_group_label","Legend"
"2022-23","APR","103626","303280","Maryland","0.3417","5-8 years","2022-23, Maryland: 5-8 years"
"2022-23","DEC","42185","165441","Iowa","0.255","9-12 years","2022-23, Iowa: 9-12 years"
"2022-23","JUN","52626","104775","Maryland","0.5023","6-23 months","2022-23, Maryland: 6-23 months"
"2022-23","MAY","1758095","4399170","Minnesota","0.3996","18+ years","2022-23, Minnesota: 18+ years"
"2023-24","AUG",,,"Rhode Island",,"5-8 years","2023-24, Rhode Island: 5-8 years"
"2023-24","MAY","349870","1463348","Connecticut","0.2391","18-49 years","2023-24, Connecticut: 18-49 years"
"2023-24","NOV","523846","2293771","Ohio","0.2284","50-64 years","2023-24, Ohio: 50-64 years"
"2023-24","NOV",,,"Kansas",,"6 months to 17 years","2023-24, Kansas: 6 months to 17 years"
"2023-24","SEP",,,"Virginia",,"50-64 years","2023-24, Virginia: 50-64 years"
"2024-25","OCT","958884","7344985","New Jersey","0.1305","18+ years","2024-25, New Jersey: 18+ years"
"2025-26","OCT",,,"Virginia",,"5-8 years","2025-26, Virginia: 5-8 years"
"2023-24","NOV","81953","676604","Nevada","0.1211","6 months to 17 years","2023-24, Nevada: 6 months to 17 years"
"2024-25","FEB",,,"Rhode Island",,"50-64 years","2024-25, Rhode Island: 50-64 years"
"2024-25","JUN","69279","356998","Indiana","0.1941","9-12 years","2024-25, Indiana: 9-12 years"
"2025-26","OCT",,,"Maryland",,"6-23 months","2025-26, Maryland: 6-23 months"
"2024-25","MAY","144266","605612","New Jersey","0.2382","13-17 years","2024-25, New Jersey: 13-17 years"
"2024-25","SEP","7625","213242","Utah","0.0358","9-12 years","2024-25, Utah: 9-12 years"
"2025-26","DEC",,,"Oregon",,"6 months to 17 years","2025-26, Oregon: 6 months to 17 years"
"2025-26","NOV",,,"Massachusetts",,"18+ years","2025-26, Massachusetts: 18+ years"
"2022-23","APR","94913","454922","Idaho","0.2086","6 months to 17 years","2022-23, Idaho: 6 months to 17 years"
"2022-23","JUL","12","311411","Missouri","0","9-12 years","2022-23, Missouri: 9-12 years"
"2023-24","FEB",,,"Houston",,"65+ years","2023-24, Houston: 65+ years"
"2023-24","MAR","7672","25543","West Virginia","0.3004","6-23 months","2023-24, West Virginia: 6-23 months"
"2024-25","AUG","1107","455271","Wyoming","0.0024","18+ years","2024-25, Wyoming: 18+ years"
"2025-26","DEC",,,"U.S. Virgin Islands ",,"50-64 years","2025-26, U.S. Virgin Islands : 50-64 years"
"2025-26","NOV",,,"Minnesota",,"18+ years","2025-26, Minnesota: 18+ years"
"2022-23","DEC",,,"Kansas",,"13-17 years","2022-23, Kansas: 13-17 years"
"2022-23","DEC",,,"Nebraska",,"2-4 years","2022-23, Nebraska: 2-4 years"
"2022-23","JAN","318670","1355994","Tennessee","0.235","50-64 years","2022-23, Tennessee: 50-64 years"
"2023-24","JUL","3","38304","New Hampshire","0.0001","2-4 years","2023-24, New Hampshire: 2-4 years"
"2024-25","AUG","1","3939","American Samoa","0.0003","13-17 years","2024-25, American Samoa: 13-17 years"
"2024-25","MAY","140680","373441","New York City","0.3767","5-8 years","2024-25, New York City: 5-8 years"
"2025-26","SEP",,,"Minnesota",,"18+ years","2025-26, Minnesota: 18+ years"
"2022-23","AUG","2114","369716","West Virginia","0.0057","65+ years","2022-23, West Virginia: 65+ years"
"2022-23","JUN","473987","1366560","New York City","0.3468","65+ years","2022-23, New York City: 65+ years"
"2022-23","MAY","45910","247152","Alabama","0.1858","5-8 years","2022-23, Alabama: 5-8 years"
"2023-24","JUN","10208","14245","American Samoa","0.7166","6 months to 17 years","2023-24, American Samoa: 6 months to 17 years"
"2023-24","MAR","373879","1279380","Minnesota","0.2922","6 months to 17 years","2023-24, Minnesota: 6 months to 17 years"
"2024-25","APR","2519827","9236731","Ohio","0.2728","18+ years","2024-25, Ohio: 18+ years"
"2024-25","OCT","152597","741992","Connecticut","0.2057","50-64 years","2024-25, Connecticut: 50-64 years"
"2022-23","AUG","418","77883","Philadelphia","0.0054","5-8 years","2022-23, Philadelphia: 5-8 years"
"2022-23","DEC","4842","29184","Wyoming","0.1659","5-8 years","2022-23, Wyoming: 5-8 years"
"2023-24","APR","28263","99620","District of Columbia","0.2837","50-64 years","2023-24, District of Columbia: 50-64 years"
"2023-24","AUG",,,"Chicago",,"18+ years","2023-24, Chicago: 18+ years"
"2023-24","DEC","118044","549983","District of Columbia","0.2146","18+ years","2023-24, District of Columbia: 18+ years"
"2023-24","JUN","86746","195885","Illinois","0.4428","6-23 months","2023-24, Illinois: 6-23 months"
"2025-26","NOV",,,"Houston",,"50-64 years","2025-26, Houston: 50-64 years"
"2025-26","OCT",,,"New York State",,"13-17 years","2025-26, New York (excluding New York City): 13-17 years"
"2025-26","OCT","7934","109104","Arkansas","0.0727","2-4 years","2025-26, Arkansas: 2-4 years"
"2025-26","SEP","154","9488","Federated States of Micronesia","0.0162","13-17 years","2025-26, Federated States of Micronesia: 13-17 years"
"2023-24","NOV","5994","15868","Delaware","0.3777","6-23 months","2023-24, Delaware: 6-23 months"
"2024-25","JAN",,,"Chicago",,"5-8 years","2024-25, Chicago: 5-8 years"
"2024-25","JAN","561231","2248918","Ohio","0.2496","50-64 years","2024-25, Ohio: 50-64 years"
"2024-25","OCT","21479","226485","Kentucky","0.0948","5-8 years","2024-25, Kentucky: 5-8 years"
"2024-25","SEP",,,"Nebraska",,"2-4 years","2024-25, Nebraska: 2-4 years"
"2025-26","JUL",,,"Arizona",,"6-23 months","2025-26, Arizona: 6-23 months"
"2022-23","FEB","67637","204839","Delaware","0.3302","6 months to 17 years","2022-23, Delaware: 6 months to 17 years"
"2022-23","MAY","536972","1990737","California","0.2697","9-12 years","2022-23, California: 9-12 years"
"2024-25","MAR","333","37097","U.S. Virgin Islands ","0.009","18-49 years","2024-25, U.S. Virgin Islands : 18-49 years"
"2024-25","NOV","284386","1820183","Oregon","0.1562","18-49 years","2024-25, Oregon: 18-49 years"
"2024-25","NOV","57965","157569","New Jersey","0.3679","6-23 months","2024-25, New Jersey: 6-23 months"
"2025-26","DEC",,,"Texas",,"13-17 years","2025-26, Texas: 13-17 years"
"2022-23","DEC","727101","3921049","Alabama","0.1854","18+ years","2022-23, Alabama: 18+ years"
"2022-23","NOV","370370","1990737","California","0.186","9-12 years","2022-23, California: 9-12 years"
"2022-23","OCT",,,"South Carolina",,"6-23 months","2022-23, South Carolina: 6-23 months"
"2023-24","APR","326978","711854","Connecticut","0.4593","6 months to 17 years","2023-24, Connecticut: 6 months to 17 years"
"2023-24","JUN","216770","757949","Puerto Rico","0.286","65+ years","2023-24, Puerto Rico: 65+ years"
"2023-24","NOV","3025967","6134247","California","0.4933","65+ years","2023-24, California: 65+ years"
"2024-25","APR","115055","412769","Illinois","0.2787","2-4 years","2024-25, Illinois: 2-4 years"
"2024-25","DEC","125846","447989","New Jersey","0.2809","5-8 years","2024-25, New Jersey: 5-8 years"
"2025-26","DEC",,,"Ohio",,"13-17 years","2025-26, Ohio: 13-17 years"
"2025-26","OCT",,,"Alaska",,"6-23 months","2025-26, Alaska: 6-23 months"
"2022-23","APR","4247","19811","Wyoming","0.2144","2-4 years","2022-23, Wyoming: 2-4 years"
"2022-23","FEB","78","4775","Republic of Palau","0.0163","6 months to 17 years","2022-23, Republic of Palau: 6 months to 17 years"
"2022-23","MAY","1005","5252","N. Mariana Islands","0.1914","13-17 years","2022-23, N. Mariana Islands: 13-17 years"
"2022-23","SEP","30763","269332","New Hampshire","0.1142","65+ years","2022-23, New Hampshire: 65+ years"
"2023-24","NOV","56416","476063","Indiana","0.1185","13-17 years","2023-24, Indiana: 13-17 years"
"2023-24","NOV","23115","99620","District of Columbia","0.232","50-64 years","2023-24, District of Columbia: 50-64 years"
"2025-26","AUG",,,"Nebraska",,"65+ years","2025-26, Nebraska: 65+ years"
"2025-26","SEP","5797","215010","South Dakota","0.027","6 months to 17 years","2025-26, South Dakota: 6 months to 17 years"
"2023-24","FEB","661702","2446549","Utah","0.2705","18+ years","2023-24, Utah: 18+ years"
"2025-26","NOV",,,"Rhode Island",,"65+ years","2025-26, Rhode Island: 65+ years"
"2022-23","MAR","0","4621682","Georgia","0","18-49 years","2022-23, Georgia: 18-49 years"
"2023-24","MAY","336649","771669","Louisiana","0.4363","65+ years","2023-24, Louisiana: 65+ years"
"2023-24","OCT",,,"Rhode Island",,"6 months to 17 years","2023-24, Rhode Island: 6 months to 17 years"
"2023-24","SEP","6149","38639","Maine","0.1591","2-4 years","2023-24, Maine: 2-4 years"
"2024-25","JUL","2","174513","New York State","0","6-23 months","2024-25, New York (excluding New York City): 6-23 months"
"2024-25","MAR","35914","250388","Alabama","0.1434","5-8 years","2024-25, Alabama: 5-8 years"
"2025-26","OCT",,,"Connecticut",,"13-17 years","2025-26, Connecticut: 13-17 years"
"2022-23","AUG","7","40355","Wyoming","0.0002","13-17 years","2022-23, Wyoming: 13-17 years"
"2022-23","MAR","536360","3768485","New Jersey","0.1423","18-49 years","2022-23, New Jersey: 18-49 years"
"2022-23","OCT","136491","592947","North Dakota","0.2302","18+ years","2022-23, North Dakota: 18+ years"
"2024-25","DEC","2885","66981","Federated States of Micronesia","0.0431","18+ years","2024-25, Federated States of Micronesia: 18+ years"
"2024-25","JUN",,,"Hawaii",,"9-12 years","2024-25, Hawaii: 9-12 years"
"2024-25","NOV",,,"Houston",,"18-49 years","2024-25, Houston: 18-49 years"
"2025-26","JUL","8","147892","Oklahoma","0.0001","2-4 years","2025-26, Oklahoma: 2-4 years"
"2022-23","APR","712330","2335459","Ohio","0.305","50-64 years","2022-23, Ohio: 50-64 years"
"2022-23","JUN","77381","231134","Connecticut","0.3348","13-17 years","2022-23, Connecticut: 13-17 years"
"2022-23","MAY",,,"Massachusetts",,"18+ years","2022-23, Massachusetts: 18+ years"
"2023-24","APR","178670","978692","Florida","0.1826","9-12 years","2023-24, Florida: 9-12 years"
"2023-24","JAN","648976","2446549","Utah","0.2653","18+ years","2023-24, Utah: 18+ years"
"2024-25","AUG","11578","2504469","Utah","0.0046","18+ years","2024-25, Utah: 18+ years"
"2022-23","APR","724084","13099621","Texas","0.0553","18-49 years","2022-23, Texas: 18-49 years"
"2022-23","DEC","331945","1456046","Connecticut","0.228","18-49 years","2022-23, Connecticut: 18-49 years"
"2022-23","JUL","3","25706","Vermont","0.0001","5-8 years","2022-23, Vermont: 5-8 years"
"2022-23","SEP","154571","1077759","Missouri","0.1434","65+ years","2022-23, Missouri: 65+ years"
"2024-25","MAR","574207","2258965","Pennsylvania","0.2542","6 months to 17 years","2024-25, Pennsylvania (excluding Philadelphia County): 6 months to 17 years"
"2022-23","MAR","11166","40762","North Dakota","0.2739","9-12 years","2022-23, North Dakota: 9-12 years"
"2022-23","NOV","19948","84501","Louisiana","0.2361","6-23 months","2022-23, Louisiana: 6-23 months"
"2023-24","AUG","0","778870","Georgia","0","13-17 years","2023-24, Georgia: 13-17 years"
"2023-24","AUG","472","99620","District of Columbia","0.0047","50-64 years","2023-24, District of Columbia: 50-64 years"
"2023-24","OCT","42407","187078","Colorado","0.2267","2-4 years","2023-24, Colorado: 2-4 years"
"2024-25","NOV","537","2221","American Samoa","0.2418","2-4 years","2024-25, American Samoa: 2-4 years"
"2025-26","AUG","51","147892","Oklahoma","0.0003","2-4 years","2025-26, Oklahoma: 2-4 years"
"2022-23","DEC","139554","442697","New Jersey","0.3152","5-8 years","2022-23, New Jersey: 5-8 years"
"2022-23","JUL","0","2477009","Georgia","0","6 months to 17 years","2022-23, Georgia: 6 months to 17 years"
"2022-23","MAY",,,"Nebraska",,"5-8 years","2022-23, Nebraska: 5-8 years"
"2023-24","OCT","88674","482952","Utah","0.1836","50-64 years","2023-24, Utah: 50-64 years"
"2024-25","DEC","100397","741224","Philadelphia","0.1354","18-49 years","2024-25, Philadelphia: 18-49 years"
"2024-25","MAY","626038","2660560","Illinois","0.2353","6 months to 17 years","2024-25, Illinois: 6 months to 17 years"
"2025-26","DEC",,,"Virginia",,"18-49 years","2025-26, Virginia: 18-49 years"
"2025-26","JUL",,,"Wyoming",,"6-23 months","2025-26, Wyoming: 6-23 months"
"2022-23","FEB","92641","283223","Colorado","0.3271","9-12 years","2022-23, Colorado: 9-12 years"
"2023-24","FEB","24261","157057","Nevada","0.1545","9-12 years","2023-24, Nevada: 9-12 years"
"2024-25","APR","2340916","7143153","California","0.3277","50-64 years","2024-25, California: 50-64 years"
"2024-25","SEP","7928","664292","Mississippi","0.0119","6 months to 17 years","2024-25, Mississippi: 6 months to 17 years"
"2025-26","OCT",,,"New York City",,"18+ years","2025-26, New York City: 18+ years"
"2025-26","SEP",,,"South Carolina",,"9-12 years","2025-26, South Carolina: 9-12 years"
"2022-23","AUG","3125","963534","Florida","0.0032","9-12 years","2022-23, Florida: 9-12 years"
"2022-23","DEC",,,"Nebraska",,"6-23 months","2022-23, Nebraska: 6-23 months"
"2023-24","JUL","1","220527","Iowa","4.5346e-06","13-17 years","2023-24, Iowa: 13-17 years"
"2024-25","JUN","76673","273780","Wisconsin","0.2801","5-8 years","2024-25, Wisconsin: 5-8 years"
"2024-25","OCT","31857","552726","New Hampshire","0.0576","18-49 years","2024-25, New Hampshire: 18-49 years"
"2025-26","AUG","0","4954","Marshall Islands","0","2-4 years","2025-26, Marshall Islands: 2-4 years"
"2025-26","JUL",,,"Puerto Rico",,"18-49 years","2025-26, Puerto Rico: 18-49 years"
"2022-23","AUG","2419","710446","Pennsylvania","0.0034","13-17 years","2022-23, Pennsylvania (excluding Philadelphia County): 13-17 years"
"2022-23","JUN",,,"Nebraska",,"6-23 months","2022-23, Nebraska: 6-23 months"
"2022-23","MAY",,,"South Carolina",,"6 months to 17 years","2022-23, South Carolina: 6 months to 17 years"
"2024-25","JUL","2","214349","Maryland","9.3306e-06","2-4 years","2024-25, Maryland: 2-4 years"
"2024-25","MAY","309788","631790","California","0.4903","6-23 months","2024-25, California: 6-23 months"
"2025-26","SEP",,,"Alaska",,"6 months to 17 years","2025-26, Alaska: 6 months to 17 years"
"2022-23","JUN","89879","560030","Mississippi","0.1605","50-64 years","2022-23, Mississippi: 50-64 years"
"2023-24","DEC","226049","777920","Oregon","0.2906","50-64 years","2023-24, Oregon: 50-64 years"
"2023-24","MAY","360318","1889753","New Jersey","0.1907","50-64 years","2023-24, New Jersey: 50-64 years"
"2023-24","OCT","186833","1554440","New York City","0.1202","50-64 years","2023-24, New York City: 50-64 years"
"2024-25","APR","177796","831084","Louisiana","0.2139","50-64 years","2024-25, Louisiana: 50-64 years"
"2024-25","NOV","229056","710528","Connecticut","0.3224","6 months to 17 years","2024-25, Connecticut: 6 months to 17 years"
"2025-26","JUL",,,"Tennessee",,"18+ years","2025-26, Tennessee: 18+ years"
"2022-23","FEB",,,"Rhode Island",,"6-23 months","2022-23, Rhode Island: 6-23 months"
"2022-23","JAN","3187","19903","N. Mariana Islands","0.1601","18-49 years","2022-23, N. Mariana Islands: 18-49 years"
"2023-24","AUG","198","257455","Vermont","0.0008","18-49 years","2023-24, Vermont: 18-49 years"
"2023-24","JAN",,,"Chicago",,"18+ years","2023-24, Chicago: 18+ years"
"2023-24","JUN","426458","1339493","Maryland","0.3184","6 months to 17 years","2023-24, Maryland: 6 months to 17 years"
"2024-25","JUL",,,"Massachusetts",,"6 months to 17 years","2024-25, Massachusetts: 6 months to 17 years"
"2025-26","DEC",,,"West Virginia",,"2-4 years","2025-26, West Virginia: 2-4 years"
"2022-23","APR","69313","155710","Connecticut","0.4451","5-8 years","2022-23, Connecticut: 5-8 years"
"2022-23","JAN","267771","640903","Oklahoma","0.4178","65+ years","2022-23, Oklahoma: 65+ years"
"2024-25","APR","5299","14437","N. Mariana Islands","0.367","6 months to 17 years","2024-25, N. Mariana Islands: 6 months to 17 years"
"2025-26","SEP",,,"Montana",,"50-64 years","2025-26, Montana: 50-64 years"
"2022-23","DEC","41431","145239","Utah","0.2853","2-4 years","2022-23, Utah: 2-4 years"
"2022-23","NOV",,,"Hawaii",,"18-49 years","2022-23, Hawaii: 18-49 years"
"2022-23","SEP","50172","305314","Maine","0.1643","50-64 years","2022-23, Maine: 50-64 years"
"2023-24","DEC","1597952","4640604","Wisconsin","0.3443","18+ years","2023-24, Wisconsin: 18+ years"
"2024-25","APR","618141","5205532","Texas","0.1187","50-64 years","2024-25, Texas: 50-64 years"
"2024-25","DEC","73879","133833","North Dakota","0.552","65+ years","2024-25, North Dakota: 65+ years"
"2024-25","JUL","475","7420196","Texas","0.0001","6 months to 17 years","2024-25, Texas: 6 months to 17 years"
"2024-25","JUL","0","2328","Republic of Palau","0","65+ years","2024-25, Republic of Palau: 65+ years"
"2024-25","MAR","546","23166","U.S. Virgin Islands ","0.0236","6 months to 17 years","2024-25, U.S. Virgin Islands : 6 months to 17 years"
"2025-26","DEC","8155277","31012711","California","0.263","18+ years","2025-26, California: 18+ years"
"2025-26","JUL","0","51766","Guam","0","6 months to 17 years","2025-26, Guam: 6 months to 17 years"
"2022-23","DEC","193886","719423","Iowa","0.2695","6 months to 17 years","2022-23, Iowa: 6 months to 17 years"
"2022-23","SEP",,,"Kansas",,"9-12 years","2022-23, Kansas: 9-12 years"
"2023-24","MAR","58513","333371","Michigan","0.1755","2-4 years","2023-24, Michigan: 2-4 years"
"2024-25","DEC","95301","295317","Maine","0.3227","50-64 years","2024-25, Maine: 50-64 years"
"2024-25","MAR","6422","36465","N. Mariana Islands","0.1761","18+ years","2024-25, N. Mariana Islands: 18+ years"
"2024-25","NOV","7531","32880","Delaware","0.229","2-4 years","2024-25, Delaware: 2-4 years"
"2025-26","AUG","2","9488","Federated States of Micronesia","0.0002","13-17 years","2025-26, Federated States of Micronesia: 13-17 years"
"2025-26","NOV","1416002","8216613","California","0.1723","6 months to 17 years","2025-26, California: 6 months to 17 years"
"2022-23","MAR","779173","2375591","Pennsylvania","0.328","50-64 years","2022-23, Pennsylvania (excluding Philadelphia County): 50-64 years"
"2023-24","JAN","13381","53110","Arkansas","0.2519","6-23 months","2023-24, Arkansas: 6-23 months"
"2023-24","JUL","0","33149","Federated States of Micronesia","0","6 months to 17 years","2023-24, Federated States of Micronesia: 6 months to 17 years"
"2024-25","DEC","60527","385868","Georgia","0.1569","2-4 years","2024-25, Georgia: 2-4 years"
"2024-25","MAY","71010","226349","Connecticut","0.3137","13-17 years","2024-25, Connecticut: 13-17 years"
"2022-23","APR","4858","30765","Wyoming","0.1579","9-12 years","2022-23, Wyoming: 9-12 years"
"2022-23","JUN","368567","880590","Alabama","0.4185","65+ years","2022-23, Alabama: 65+ years"
"2022-23","MAY","43453","333455","Alabama","0.1303","13-17 years","2022-23, Alabama: 13-17 years"
"2022-23","MAY",,,"Hawaii",,"13-17 years","2022-23, Hawaii: 13-17 years"
"2022-23","OCT","32267","165889","Connecticut","0.1945","9-12 years","2022-23, Connecticut: 9-12 years"
"2023-24","JUN","222118","688563","South Dakota","0.3226","18+ years","2023-24, South Dakota: 18+ years"
"2024-25","DEC","267272","2705625","Puerto Rico","0.0988","18+ years","2024-25, Puerto Rico: 18+ years"
"2024-25","JUL","278","1359095","Tennessee","0.0002","50-64 years","2024-25, Tennessee: 50-64 years"
"2025-26","OCT","20887","119612","Indiana","0.1746","6-23 months","2025-26, Indiana: 6-23 months"
"2023-24","AUG","27093","2296530","Pennsylvania","0.0118","65+ years","2023-24, Pennsylvania (excluding Philadelphia County): 65+ years"
"2023-24","AUG","950","308874","Maryland","0.0031","9-12 years","2023-24, Maryland: 9-12 years"
"2024-25","AUG","1431","350703","West Virginia","0.0041","50-64 years","2024-25, West Virginia: 50-64 years"
"2024-25","JUN","628829","4517440","New York State","0.1392","18-49 years","2024-25, New York (excluding New York City): 18-49 years"
"2024-25","MAR","18421","145592","Idaho","0.1265","13-17 years","2024-25, Idaho: 13-17 years"
"2022-23","NOV","662261","2375591","Pennsylvania","0.2788","50-64 years","2022-23, Pennsylvania (excluding Philadelphia County): 50-64 years"
"2023-24","AUG","2720","328832","Idaho","0.0083","65+ years","2023-24, Idaho: 65+ years"
"2023-24","FEB","50886","287574","Utah","0.1769","13-17 years","2023-24, Utah: 13-17 years"
"2023-24","MAY",,,"Hawaii",,"6-23 months","2023-24, Hawaii: 6-23 months"
"2023-24","NOV",,,"South Carolina",,"18-49 years","2023-24, South Carolina: 18-49 years"
"2024-25","AUG","37","71356","Montana","0.0005","13-17 years","2024-25, Montana: 13-17 years"
"2024-25","JUL","69","380638","West Virginia","0.0002","65+ years","2024-25, West Virginia: 65+ years"
"2024-25","MAY","24542","55411","Iowa","0.4429","6-23 months","2024-25, Iowa: 6-23 months"
"2025-26","JUL",,,"Vermont",,"65+ years","2025-26, Vermont: 65+ years"
"2022-23","JUN","53228","219443","Iowa","0.2426","13-17 years","2022-23, Iowa: 13-17 years"
"2022-23","JUN",,,"Virginia",,"9-12 years","2022-23, Virginia: 9-12 years"
"2022-23","MAR","388997","1245874","Wisconsin","0.3122","6 months to 17 years","2022-23, Wisconsin: 6 months to 17 years"
"2022-23","NOV","60267","359486","Indiana","0.1676","9-12 years","2022-23, Indiana: 9-12 years"
"2022-23","SEP","456932","6061645","Washington","0.0754","18+ years","2022-23, Washington: 18+ years"
"2023-24","DEC","34501","143626","Utah","0.2402","2-4 years","2023-24, Utah: 2-4 years"
"2025-26","OCT",,,"Minnesota",,"6 months to 17 years","2025-26, Minnesota: 6 months to 17 years"
"2025-26","OCT",,,"Wyoming",,"18+ years","2025-26, Wyoming: 18+ years"
"2023-24","DEC","12572","147149","Mississippi","0.0854","5-8 years","2023-24, Mississippi: 5-8 years"
"2023-24","JAN","2258929","22576319","Texas","0.1001","18+ years","2023-24, Texas: 18+ years"
"2024-25","AUG","4349","741224","Philadelphia","0.0059","18-49 years","2024-25, Philadelphia: 18-49 years"
"2024-25","JAN","0","718","Republic of Palau","0","2-4 years","2024-25, Republic of Palau: 2-4 years"
"2025-26","JUL",,,"Kansas",,"50-64 years","2025-26, Kansas: 50-64 years"
"2025-26","NOV",,,"New Jersey",,"2-4 years","2025-26, New Jersey: 2-4 years"
"2022-23","MAR","1236035","7277441","Texas","0.1698","6 months to 17 years","2022-23, Texas: 6 months to 17 years"
"2023-24","DEC","54966","304918","Missouri","0.1803","5-8 years","2023-24, Missouri: 5-8 years"
"2023-24","JUN","48006","507995","Puerto Rico","0.0945","6 months to 17 years","2023-24, Puerto Rico: 6 months to 17 years"
"2023-24","MAY","557329","912004","Colorado","0.6111","65+ years","2023-24, Colorado: 65+ years"
"2023-24","SEP","11906","205184","Minnesota","0.058","2-4 years","2023-24, Minnesota: 2-4 years"
"2024-25","DEC","532962","1440112","Arizona","0.3701","65+ years","2024-25, Arizona: 65+ years"
"2024-25","FEB","376838","596704","Iowa","0.6315","65+ years","2024-25, Iowa: 65+ years"
"2022-23","APR","95158","1319030","Puerto Rico","0.0721","18-49 years","2022-23, Puerto Rico: 18-49 years"
"2022-23","JAN","170","7634","American Samoa","0.0223","50-64 years","2022-23, American Samoa: 50-64 years"
"2022-23","JUL","324","3485137","Kentucky","0.0001","18+ years","2022-23, Kentucky: 18+ years"
"2022-23","MAY","22894","38639","Maine","0.5925","2-4 years","2022-23, Maine: 2-4 years"
"2022-23","SEP","11388","127263","Washington","0.0895","6-23 months","2022-23, Washington: 6-23 months"
"2023-24","DEC",,,"Virginia",,"6 months to 17 years","2023-24, Virginia: 6 months to 17 years"
"2023-24","NOV","72979","363747","North Carolina","0.2006","2-4 years","2023-24, North Carolina: 2-4 years"
"2023-24","SEP",,,"Chicago",,"6-23 months","2023-24, Chicago: 6-23 months"
"2024-25","NOV","53023","214349","Maryland","0.2474","2-4 years","2024-25, Maryland: 2-4 years"
"2024-25","OCT","0","556474","Georgia","0","5-8 years","2024-25, Georgia: 5-8 years"
"2025-26","AUG",,,"Montana",,"13-17 years","2025-26, Montana: 13-17 years"
"2022-23","JUN","52901","198526","Oregon","0.2665","9-12 years","2022-23, Oregon: 9-12 years"
"2023-24","APR","1057839","2888218","Connecticut","0.3663","18+ years","2023-24, Connecticut: 18+ years"
"2023-24","FEB","645408","2267372","Pennsylvania","0.2847","6 months to 17 years","2023-24, Pennsylvania (excluding Philadelphia County): 6 months to 17 years"
"2023-24","APR","96377","304088","Maryland","0.3169","5-8 years","2023-24, Maryland: 5-8 years"
"2024-25","JAN","5606","14583","North Dakota","0.3844","6-23 months","2024-25, North Dakota: 6-23 months"
"2024-25","JUN",,,"Rhode Island",,"65+ years","2024-25, Rhode Island: 65+ years"
"2025-26","AUG","2158","354407","Idaho","0.0061","65+ years","2025-26, Idaho: 65+ years"
"2025-26","NOV",,,"Utah",,"50-64 years","2025-26, Utah: 50-64 years"
"2022-23","NOV","107300","555590","Alaska","0.1931","18+ years","2022-23, Alaska: 18+ years"
"2023-24","APR","4572","52114","Guam","0.0877","6 months to 17 years","2023-24, Guam: 6 months to 17 years"
"2023-24","MAR","34703","59512","Oregon","0.5831","6-23 months","2023-24, Oregon: 6-23 months"
"2023-24","MAR","556517","912004","Colorado","0.6102","65+ years","2023-24, Colorado: 65+ years"
"2023-24","MAY","953334","3498104","Kentucky","0.2725","18+ years","2023-24, Kentucky: 18+ years"
"2024-25","MAR","141532","703375","Oklahoma","0.2012","50-64 years","2024-25, Oklahoma: 50-64 years"
"2025-26","NOV","248539","1248289","Indiana","0.1991","50-64 years","2025-26, Indiana: 50-64 years"
"2025-26","OCT",,,"Michigan",,"18-49 years","2025-26, Michigan: 18-49 years"
"2022-23","DEC","11972","52044","Mississippi","0.23","6-23 months","2022-23, Mississippi: 6-23 months"
"2022-23","NOV","112447","330526","Philadelphia","0.3402","6 months to 17 years","2022-23, Philadelphia: 6 months to 17 years"
"2022-23","SEP","2416","33232","Idaho","0.0727","6-23 months","2022-23, Idaho: 6-23 months"
"2023-24","AUG","2864","1557567","Arizona","0.0018","6 months to 17 years","2023-24, Arizona: 6 months to 17 years"
"2023-24","SEP","4446","28163","Philadelphia","0.1579","6-23 months","2023-24, Philadelphia: 6-23 months"
"2022-23","AUG",,,"Massachusetts",,"18-49 years","2022-23, Massachusetts: 18-49 years"
"2022-23","JUN",,,"Massachusetts",,"9-12 years","2022-23, Massachusetts: 9-12 years"
"2023-24","AUG","0","1048","Republic of Palau","0","9-12 years","2023-24, Republic of Palau: 9-12 years"
"2024-25","APR","26205","177622","Alabama","0.1475","2-4 years","2024-25, Alabama: 2-4 years"
"2024-25","AUG","12815","533562","Maine","0.024","18-49 years","2024-25, Maine: 18-49 years"
"2024-25","AUG","0","8515470","Georgia","0","18+ years","2024-25, Georgia: 18+ years"
"2025-26","NOV",,,"Ohio",,"13-17 years","2025-26, Ohio: 13-17 years"
"2022-23","JAN",,,"Kansas",,"6-23 months","2022-23, Kansas: 6-23 months"
"2022-23","JUN","160907","677385","Florida","0.2375","2-4 years","2022-23, Florida: 2-4 years"
"2022-23","SEP","18646","134496","Vermont","0.1386","65+ years","2022-23, Vermont: 65+ years"
"2023-24","DEC","0","389346","Georgia","0","2-4 years","2023-24, Georgia: 2-4 years"
"2023-24","MAY",,,"South Carolina",,"18-49 years","2023-24, South Carolina: 18-49 years"
"2023-24","OCT","208283","1812433","Oregon","0.1149","18-49 years","2023-24, Oregon: 18-49 years"
"2024-25","NOV","10206","53851","New Hampshire","0.1895","5-8 years","2024-25, New Hampshire: 5-8 years"
"2025-26","DEC","322160","814527","Louisiana","0.3955","65+ years","2025-26, Louisiana: 65+ years"
"2025-26","OCT",,,"South Carolina",,"5-8 years","2025-26, South Carolina: 5-8 years"
"2023-24","FEB","214454","825828","Oregon","0.2597","6 months to 17 years","2023-24, Oregon: 6 months to 17 years"
